,lat,long,depth,mag,stations,mvalue,magpred
502,-20.1,186.3,63,4.6,19,58.45,0
503,-21.06,183.81,203,4.5,34,92.5625,0
504,-13.07,166.87,132,4.4,24,72.55,0
505,-23.46,180.09,543,4.6,28,176.0575,0
506,-19.41,182.3,589,4.2,19,189.0225,0
507,-11.81,165.98,51,4.7,28,52.4675,0
508,-11.76,165.96,45,4.4,51,50.9,0
509,-12.08,165.76,63,4.5,51,55.295,0
510,-25.59,180.02,485,4.9,48,161.0825,0
511,-26.54,183.63,66,4.7,34,56.9475,0
512,-20.9,184.28,58,5.5,92,56.72,1
513,-16.99,187,70,4.7,30,61.1775,0
514,-23.46,180.17,541,4.6,32,175.5775,0
515,-17.81,181.82,598,4.1,14,191.5275,0
516,-15.17,187.2,50,4.7,28,56.6825,0
517,-11.67,166.02,102,4.6,21,65.2375,0
518,-20.75,184.52,144,4.3,25,78.0175,0
519,-19.5,186.9,58,4.4,20,57.45,0
520,-26.18,179.79,460,4.7,44,154.5775,0
521,-20.66,185.77,69,4.3,25,59.6025,0
522,-19.22,182.54,570,4.1,22,184.355,0
523,-24.68,183.33,70,4.7,30,58.3375,0
524,-15.43,167.38,137,4.5,16,73.3625,0
525,-32.45,181.15,41,5.5,81,48.8,1
526,-21.31,180.84,586,4.5,17,187.5075,0
527,-15.44,167.18,140,4.6,44,74.085,0
528,-13.26,167.01,213,5.1,70,92.9625,1
529,-15.26,183.13,393,4.4,28,141.3175,0
530,-33.57,180.8,51,4.7,35,50.7325,0
531,-15.77,167.01,64,5.5,73,55.185,1
532,-15.79,166.83,45,4.6,39,50.16,0
533,-21,183.2,296,4,16,115.55,0
534,-16.28,166.94,50,4.6,24,51.315,0
535,-23.28,184.6,44,4.8,34,52.53,0
536,-16.1,167.25,68,4.7,36,55.9625,0
537,-17.7,181.31,549,4.7,33,179.3275,0
538,-15.96,166.69,150,4.2,20,76.2325,0
539,-15.95,167.34,47,5.4,87,50.9475,1
540,-17.56,181.59,543,4.6,34,177.9075,0
541,-15.9,167.42,40,5.5,86,49.255,1
542,-15.29,166.9,100,4.2,15,63.9525,0
543,-15.86,166.85,85,4.5,22,60.1225,0
544,-16.2,166.8,98,4.5,21,63.275,0
545,-15.71,166.91,58,4.8,20,53.5,0
546,-16.45,167.54,125,4.6,18,70.1725,0
547,-11.54,166.18,89,5.4,80,62.26,1
548,-19.61,181.91,590,4.6,34,189.225,0
549,-15.61,187.15,49,5,30,56.385,1
550,-21.16,181.41,543,4.3,17,176.8875,0
551,-20.65,182.22,506,4.3,24,167.9675,0
552,-20.33,168.71,40,4.8,38,48.295,0
553,-15.08,166.62,42,4.7,23,49.56,0
554,-23.28,184.61,76,4.7,36,60.5075,0
555,-23.44,184.6,63,4.8,27,57.24,0
556,-23.12,184.42,104,4.2,17,67.375,0
557,-23.65,184.46,93,4.2,16,64.5025,0
558,-22.91,183.95,64,5.9,118,57.735,1
559,-22.06,180.47,587,4.6,28,187.5025,0
560,-13.56,166.49,83,4.5,25,60.1075,0
561,-17.99,181.57,579,4.9,49,186.87,0
562,-23.92,184.47,40,4.7,17,51.3125,0
563,-30.69,182.1,62,4.9,25,54.5775,0
564,-21.92,182.8,273,5.3,78,109.795,1
565,-25.04,180.97,393,4.2,21,138.2825,0
566,-19.92,183.91,264,4.2,23,108.0475,0
567,-27.75,182.26,174,4.5,18,83.2525,0
568,-17.71,181.18,574,5.2,67,185.6675,0
569,-19.6,183.84,309,4.5,23,119.435,0
570,-34.68,179.82,75,5.6,79,56.435,1
571,-14.46,167.26,195,5.2,87,88.25,1
572,-18.85,187.55,44,4.8,35,54.375,0
573,-17.02,182.41,420,4.5,29,147.4725,0
574,-20.41,186.51,63,5,28,58.525,1
575,-18.18,182.04,609,4.4,26,194.315,0
576,-16.49,187.8,40,4.5,18,53.9525,0
577,-17.74,181.31,575,4.6,42,185.7925,0
578,-20.49,181.69,559,4.5,24,181.175,0
579,-18.51,182.64,405,5.2,74,143.5825,1
580,-27.28,183.4,70,5.1,54,57.805,1
581,-15.9,167.16,41,4.8,42,49.265,0
582,-20.57,181.33,605,4.3,18,192.515,0
583,-11.25,166.36,130,5.1,55,72.5525,1
584,-20.04,181.87,577,4.7,19,185.8825,0
585,-20.89,181.25,599,4.6,20,190.99,0
586,-16.62,186.74,82,4.8,51,64.23,0
587,-20.09,168.75,50,4.6,23,50.815,0
588,-24.96,179.87,480,4.4,25,159.8275,0
589,-20.95,181.42,559,4.6,27,181.0175,0
590,-23.31,179.27,566,5.1,49,181.765,1
591,-20.95,181.06,611,4.3,20,193.8525,0
592,-21.58,181.9,409,4.4,19,143.43,0
593,-13.62,167.15,209,4.7,30,91.8075,0
594,-12.72,166.28,70,4.8,47,57.09,0
595,-21.79,185,74,4.1,15,60.3275,0
596,-20.48,169.76,134,4.6,33,71.97,0
597,-12.84,166.78,150,4.9,35,77.21,0
598,-17.02,182.93,406,4,17,143.9775,0
599,-23.89,182.39,243,4.7,32,101.55,0
600,-23.07,184.03,89,4.7,32,63.665,0
601,-27.98,181.96,53,5.2,89,53.045,1
602,-28.1,182.25,68,4.6,18,56.6875,0
603,-21.24,180.81,605,4.6,34,192.2925,0
604,-21.24,180.86,615,4.9,23,194.88,0
605,-19.89,174.46,546,5.7,99,176.5675,1
606,-32.82,179.8,176,4.7,26,81.92,0
607,-22,185.5,52,4.4,18,54.975,0
608,-21.57,185.62,66,4.9,38,58.7375,0
609,-24.5,180.92,377,4.8,43,134.555,0
610,-33.03,180.2,186,4.6,27,84.4425,0
611,-30.09,182.4,51,4.4,18,51.9275,0
612,-22.75,170.99,67,4.8,35,55.01,0
613,-17.99,168.98,234,4.7,28,97.4225,0
614,-19.6,181.87,597,4.2,18,190.8675,0
615,-15.65,186.26,64,5.1,54,59.9275,1
616,-17.78,181.53,511,4.8,56,169.8875,0
617,-22.04,184.91,47,4.9,47,53.6925,0
618,-20.06,168.69,49,5.1,49,50.6825,1
619,-18.07,181.54,546,4.3,28,178.4425,0
620,-12.85,165.67,75,4.4,30,58.055,0
621,-33.29,181.3,60,4.7,33,53.1775,0
622,-34.63,179.1,278,4.7,24,106.7925,0
623,-24.18,179.02,550,5.3,86,177.535,1
624,-23.78,180.31,518,5.1,71,169.9075,1
625,-22.37,171.5,116,4.9,38,67.5075,0
626,-23.97,179.91,518,4.5,23,169.61,0
627,-34.12,181.75,75,4.7,41,56.8325,0
628,-25.25,179.86,491,4.2,23,162.4525,0
629,-22.87,172.65,56,5.1,50,52.72,1
630,-18.48,182.37,376,4.8,57,136.1725,0
631,-21.46,181.02,584,4.2,18,186.94,0
632,-28.56,183.47,48,4.8,56,51.9275,0
633,-28.56,183.59,53,4.4,20,53.1075,0
634,-21.3,180.92,617,4.5,26,195.28,0
635,-20.08,183.22,294,4.3,18,115.36,0
636,-18.82,182.21,417,5.6,129,146.4975,1
637,-19.51,183.97,280,4,16,112.115,0
638,-12.05,167.39,332,5,36,123.085,1
639,-17.4,186.54,85,4.2,28,64.585,0
640,-23.93,180.18,525,4.6,31,171.4625,0
641,-21.23,181.09,613,4.6,18,194.365,0
642,-16.23,167.91,182,4.5,28,84.545,0
643,-28.15,183.4,57,5,32,54.3125,1
644,-20.81,185.01,79,4.7,42,61.975,0
645,-20.72,181.41,595,4.6,36,190.0725,0
646,-23.29,184,164,4.8,50,82.3775,0
647,-38.46,176.03,148,4.6,44,72.5425,0
648,-15.48,186.73,82,4.4,17,64.4125,0
649,-37.03,177.52,153,5.6,87,74.7725,1
650,-20.48,181.38,556,4.2,13,180.275,0
651,-18.12,181.88,649,5.4,88,204.54,1
652,-18.17,181.98,651,4.8,43,204.9025,0
653,-11.4,166.07,93,5.6,94,63.3175,1
654,-23.1,180.12,533,4.4,27,173.605,0
655,-14.28,170.34,642,4.7,29,200.69,0
656,-22.87,171.72,47,4.6,27,50.1125,0
657,-17.59,180.98,548,5.1,79,179.1225,1
658,-27.6,182.1,154,4.6,22,78.275,0
659,-17.94,180.6,627,4.5,29,198.54,0
660,-17.88,180.58,622,4.2,23,197.225,0
661,-30.01,180.8,286,4.8,43,110.3975,0
662,-19.19,182.3,390,4.9,48,139.5025,0
663,-18.14,180.87,624,5.5,105,198.0575,1
664,-23.46,180.11,539,5,41,175.1625,1
665,-18.44,181.04,624,4.2,21,197.7,0
666,-18.21,180.87,631,5.2,69,199.715,1
667,-18.26,180.98,631,4.8,36,199.63,0
668,-15.85,184.83,299,4.4,30,118.095,0
669,-23.82,180.09,498,4.8,40,164.7675,0
670,-18.6,184.28,255,4.4,31,106.27,0
671,-17.8,181.32,539,4.1,12,176.655,0
672,-10.78,166.1,195,4.9,45,88.805,0
673,-18.12,181.71,594,4.6,24,190.5475,0
674,-19.34,182.62,573,4.5,32,185.195,0
675,-15.34,167.1,128,5.3,18,71.265,1
676,-24.97,182.85,137,4.8,40,74.92,0
677,-15.97,186.08,143,4.6,41,79.4275,0
678,-23.47,180.24,511,4.8,37,168.1425,0
679,-23.11,179.15,564,4.7,17,181.185,0
680,-20.54,181.66,559,4.9,50,181.255,0
681,-18.92,169.37,248,5.3,60,100.9375,1
682,-20.16,184.27,210,4.4,27,94.6275,0
683,-25.48,180.94,390,4.6,33,137.515,0
684,-18.19,181.74,616,4.3,17,195.9625,0
685,-15.35,186.4,98,4.4,17,68.3625,0
686,-18.69,169.1,218,4.2,27,93.1525,0
687,-18.89,181.24,655,4.1,14,205.3625,0
688,-17.61,183.32,356,4.2,15,131.4775,0
689,-20.93,181.54,564,5,64,182.4025,1
690,-17.6,181.5,548,4.1,10,179,0
691,-17.96,181.4,655,4.3,20,205.685,0
692,-18.8,182.41,385,5.2,67,138.4525,1
693,-20.61,182.44,518,4.2,10,171.0075,0
694,-20.74,181.53,598,4.5,36,190.8225,0
695,-25.23,179.86,476,4.4,29,158.7575,0
696,-23.9,179.9,579,4.4,16,184.85,0
697,-18.07,181.58,603,5,65,192.8775,1
698,-15.43,185.19,249,4,11,105.69,0
699,-14.3,167.32,208,4.8,25,91.455,0
700,-18.04,181.57,587,5,51,188.8825,1
701,-13.9,167.18,221,4.2,21,94.62,0
702,-17.64,177.01,545,5.2,91,177.3925,1
703,-17.98,181.51,586,5.2,68,188.6825,1
704,-25,180,488,4.5,10,161.875,0
705,-19.45,184.48,246,4.3,15,103.8325,0
706,-16.11,187.48,61,4.5,19,59.2175,0
707,-23.73,179.98,524,4.6,11,171.2125,0
708,-17.74,186.78,104,5.1,71,69.535,1
709,-21.56,183.23,271,4.4,36,109.2675,0
710,-20.97,181.72,487,4.3,16,163.0125,0
711,-15.45,186.73,83,4.7,37,64.745,0
712,-15.93,167.91,183,5.6,109,85.145,1
713,-21.47,185.86,55,4.9,46,56.0725,0
714,-21.44,170.45,166,5.1,22,80.0275,1
715,-22.16,180.49,586,4.6,13,187.2325,0
716,-13.36,172.76,618,4.4,18,195.45,0
717,-21.22,181.51,524,4.8,49,172.2725,0
718,-26.1,182.5,133,4.2,17,73.4,0
719,-18.35,185.27,201,4.7,57,93.155,0
720,-17.2,182.9,383,4.1,11,138.2,0
721,-22.42,171.4,86,4.7,33,59.92,0
722,-17.91,181.48,555,4,17,180.6425,0
723,-26.53,178.3,605,4.9,43,190.4175,0
724,-26.5,178.29,609,5,50,191.4475,1
725,-16.31,168.08,204,4.5,16,90.0675,0
726,-18.76,169.71,287,4.4,23,110.5875,0
727,-17.1,182.8,390,4,14,139.925,0
728,-19.28,182.78,348,4.5,30,129,0
729,-23.5,180,550,4.7,23,177.8,0
730,-21.26,181.69,487,4.4,20,162.9575,0
731,-17.97,181.48,578,4.7,43,186.5525,0
732,-26.02,181.2,361,4.7,32,130.22,0
733,-30.3,180.8,275,4,14,107.375,0
734,-24.89,179.67,498,4.2,14,164.245,0
735,-14.57,167.24,162,4.5,18,79.7925,0
736,-15.4,186.87,78,4.7,44,63.5425,0
737,-22.06,183.95,134,4.5,17,75.0975,0
738,-25.14,178.42,554,4.1,15,177.845,0
739,-20.3,181.4,608,4.6,13,193.425,0
740,-25.28,181.17,367,4.3,25,131.7975,0
741,-20.63,181.61,599,4.6,30,191.145,0
742,-19.02,186.83,45,5.2,65,54.5025,1
743,-22.1,185.3,50,4.6,22,54.45,0
744,-38.59,175.7,162,4.7,36,75.9525,0
745,-19.3,183,302,5,65,117.675,1
746,-31.03,181.59,57,5.2,49,53.19,1
747,-30.51,181.3,203,4.4,20,89.5475,0
748,-22.55,183.34,66,4.6,18,57.8475,0
749,-22.14,180.64,591,4.5,18,188.5,0
750,-25.6,180.3,440,4,12,149.675,0
751,-18.04,181.84,611,4.2,20,194.75,0
752,-21.29,185.77,57,5.3,69,56.695,1
753,-21.08,180.85,627,5.9,119,198.1675,1
754,-20.64,169.66,89,4.9,42,60.73,0
755,-24.41,180.03,500,4.5,34,165.03,0
756,-12.16,167.03,264,4.4,14,105.8175,0
757,-17.1,185.9,127,5.4,75,75.3,1
758,-21.13,185.6,85,5.3,86,63.6925,1
759,-12.34,167.43,50,5.1,47,52.5475,1
760,-16.43,186.73,75,4.1,20,62.35,0
761,-20.7,184.3,182,4.3,17,87.475,0
762,-21.18,180.92,619,4.5,18,195.81,0
763,-17.78,185.33,223,4.1,10,98.6625,0
764,-21.57,183.86,156,5.1,70,80.8475,1
765,-13.7,166.75,46,5.3,71,51.0875,1
766,-12.27,167.41,50,4.5,29,52.41,0
767,-19.1,184.52,230,4.1,16,99.88,0
768,-19.85,184.51,184,4.4,26,88.265,0
769,-11.37,166.55,188,4.7,24,86.97,0
770,-20.7,186.3,80,4,10,62.4,0
771,-20.24,185.1,86,5.1,61,63.99,1
772,-16.4,182.73,391,4,16,140.3325,0
773,-19.6,184.53,199,4.3,21,92.0575,0
774,-21.63,180.77,592,4.3,21,188.86,0
775,-21.6,180.5,595,4,22,189.475,0
776,-21.77,181,618,4.1,10,195.3325,0
777,-21.8,183.6,213,4.4,17,94.8,0
778,-21.05,180.9,616,4.3,10,195.0375,0
779,-10.8,165.8,175,4.2,12,83.55,0
780,-17.9,181.5,589,4,12,189.15,0
781,-22.26,171.44,83,4.5,25,59.17,0
782,-22.33,171.46,119,4.7,32,68.2075,0
783,-24.04,184.85,70,5,48,58.9525,0
784,-20.4,186.1,74,4.3,22,61,0
785,-15,184.62,40,5.1,54,53.68,1
786,-27.87,183.4,87,4.7,34,61.8075,0
787,-14.12,166.64,63,5.3,69,55.205,1
788,-23.61,180.27,537,5,63,174.665,1
789,-21.56,185.5,47,4.5,29,53.86,0
790,-21.19,181.58,490,5,77,163.8475,1
791,-18.07,181.65,593,4.1,16,190.17,0
792,-26,178.43,644,4.9,27,200.3325,0
793,-20.21,181.9,576,4.1,16,185.4475,0
794,-28,182,199,4,16,89.25,0
795,-20.74,180.7,589,4.4,27,188.34,0
796,-31.8,180.6,178,4.5,19,82.825,0
797,-18.91,169.46,248,4.4,33,100.7375,0
798,-20.45,182.1,500,4.5,37,166.5375,0
799,-22.9,183.8,71,4.3,19,59.05,0
800,-18.11,181.63,568,4.3,36,183.955,0
801,-23.8,184.7,42,5,36,51.975,1
802,-23.42,180.21,510,4.5,37,167.8225,0
803,-23.2,184.8,97,4.5,13,65.775,0
804,-12.93,169.52,663,4.4,30,205.9975,0
805,-21.14,181.06,625,4.5,35,197.355,0
806,-19.13,184.97,210,4.1,22,94.985,0
807,-21.08,181.3,557,4.9,78,180.53,0
808,-20.07,181.75,582,4.7,27,187.095,0
809,-20.9,182.02,402,4.3,18,141.855,0
810,-25.04,179.84,474,4.6,32,158.35,0
811,-21.85,180.89,577,4.6,43,185.16,0
812,-19.34,186.59,56,5.2,49,57.1125,1
813,-15.83,167.1,43,4.5,19,49.6925,0
814,-23.73,183,118,4.3,11,70.3925,0
815,-18.1,181.72,544,4.6,52,178.055,0
816,-22.12,180.49,532,4,14,173.5925,0
817,-15.39,185.1,237,4.5,39,102.8025,0
818,-16.21,186.52,111,4.8,30,71.5275,0
819,-21.75,180.67,595,4.6,30,189.63,0
820,-22.1,180.4,603,4.1,11,191.35,0
821,-24.97,179.54,505,4.9,50,166.1175,0
822,-19.36,186.36,100,4.7,40,67.925,0
823,-22.14,179.62,587,4.1,23,187.145,0
824,-21.48,182.44,364,4.3,20,132.315,0
825,-18.54,168.93,100,4.4,17,63.6975,0
826,-21.62,182.4,350,4,12,128.695,0
827,-13.4,166.9,228,4.8,15,96.575,0
828,-15.5,185.3,93,4.4,25,66.8,0
829,-15.67,185.23,66,4.4,34,59.99,0
830,-21.78,183.11,225,4.6,21,97.7325,0
831,-30.63,180.9,334,4.2,28,122.1175,0
832,-15.7,185.1,70,4.1,15,60.875,0
833,-19.2,184.37,220,4.2,18,97.3425,0
834,-19.7,182.44,397,4,12,140.935,0
835,-19.4,182.29,326,4.1,15,123.2475,0
836,-15.85,185.9,121,4.1,17,73.7875,0
837,-17.38,168.63,209,4.7,29,91.2375,0
838,-24.33,179.97,510,4.8,44,167.61,0
839,-20.89,185.26,54,5.1,44,55.8675,1
840,-18.97,169.44,242,5,41,99.3675,1
841,-17.99,181.62,574,4.8,38,185.6075,0
842,-15.8,185.25,82,4.4,39,63.9625,0
843,-25.42,182.65,102,5,36,66.0575,1
844,-21.6,169.9,43,5.2,56,49.125,1
845,-26.06,180.05,432,4.2,19,147.5475,0
846,-17.56,181.23,580,4.1,16,186.9425,0
847,-25.63,180.26,464,4.8,60,155.8575,0
848,-25.46,179.98,479,4.5,27,159.505,0
849,-22.23,180.48,581,5,54,186.0625,1
850,-21.55,181.39,513,5.1,81,169.485,1
851,-15.18,185.93,77,4.1,16,62.9625,0
852,-13.79,166.56,68,4.7,41,56.3675,0
853,-15.18,167.23,71,5.2,59,57.0625,1
854,-18.78,186.72,68,4.8,48,60.185,0
855,-17.9,181.41,586,4.5,33,188.5025,0
856,-18.5,185.4,243,4,11,103.475,0
857,-14.82,171.17,658,4.7,49,204.7625,0
858,-15.65,185.17,315,4.1,15,122.155,0
859,-30.01,181.15,210,4.3,17,91.36,0
860,-13.16,167.24,278,4.3,17,109.095,0
861,-21.03,180.78,638,4,14,200.4375,0
862,-21.4,180.78,615,4.7,51,194.77,0
863,-17.93,181.89,567,4.1,27,183.765,0
864,-20.87,181.7,560,4.2,13,181.2575,0
865,-12.01,166.66,99,4.8,36,64.6125,0
866,-19.1,169.63,266,4.8,31,105.3325,0
867,-22.85,181.37,397,4.2,15,139.93,0
868,-17.08,185.96,180,4.2,29,88.27,0
869,-21.14,174.21,40,5.7,78,49.6925,1
870,-12.23,167.02,242,6,132,100.6975,1
871,-20.91,181.57,530,4.2,20,173.715,0
872,-11.38,167.05,133,4.5,32,73.2925,0
873,-11.02,167.01,62,4.9,36,55.7225,0
874,-22.09,180.58,580,4.4,22,185.7225,0
875,-17.8,181.2,530,4,15,174.35,0
876,-18.94,182.43,566,4.3,20,183.4475,0
877,-18.85,182.2,501,4.2,23,167.1375,0
878,-21.91,181.28,548,4.5,30,177.9675,0
879,-22.03,179.77,587,4.8,31,187.385,0
880,-18.1,181.63,592,4.4,28,189.9825,0
881,-18.4,184.84,221,4.2,18,97.91,0
882,-21.2,181.4,560,4.2,12,181.1,0
883,-12,166.2,94,5,31,63.3,1
884,-11.7,166.3,139,4.2,15,74.45,0
885,-26.72,182.69,162,5.2,64,80.7925,1
886,-24.39,178.98,562,4.5,30,180.2725,0
887,-19.64,169.5,204,4.6,35,89.615,0
888,-21.35,170.04,56,5,22,52.4225,1
889,-22.82,184.52,49,5,52,53.925,1
890,-38.28,177.1,100,5.4,71,61.055,1
891,-12.57,167.11,231,4.8,28,97.585,0
892,-22.24,180.28,601,4.2,21,190.81,0
893,-13.8,166.53,42,5.5,70,50.0575,1
894,-21.07,183.78,180,4.3,25,86.7525,0
895,-17.74,181.25,559,4.1,16,181.6525,0
896,-23.87,180.15,524,4.4,22,171.17,0
897,-21.29,185.8,69,4.9,74,59.6025,0
898,-22.2,180.58,594,4.5,45,189.22,0
899,-15.24,185.11,262,4.9,56,109.1925,0
900,-17.82,181.27,538,4,33,176.3625,0
901,-32.14,180,331,4.5,27,120.84,0
902,-19.3,185.86,48,5,40,54.89,1
903,-33.09,180.94,47,4.9,47,49.9375,0
904,-20.18,181.62,558,4.5,31,180.985,0
905,-17.46,181.42,524,4.2,16,173.04,0
906,-17.44,181.33,545,4.2,37,178.2725,0
907,-24.71,179.85,477,4.2,34,159.085,0
908,-21.53,170.52,129,5.2,30,70.7975,1
909,-19.17,169.53,268,4.3,21,105.665,0
910,-28.05,182.39,117,5.1,43,69.11,1
911,-23.39,179.97,541,4.6,50,175.545,0
912,-22.33,171.51,112,4.6,14,66.445,0
913,-15.28,185.98,162,4.4,36,84.275,0
914,-20.27,181.51,609,4.4,32,193.66,0
915,-10.96,165.97,76,4.9,64,58.9775,0
916,-21.52,169.75,61,5.1,40,53.5825,1
917,-19.57,184.47,202,4.2,28,92.775,0
918,-23.08,183.45,90,4.7,30,63.7675,0
919,-25.06,182.8,133,4,14,73.685,0
920,-17.85,181.44,589,5.6,115,189.5475,1
921,-15.99,167.95,190,5.3,81,86.815,1
922,-20.56,184.41,138,5,82,76.7125,1
923,-17.98,181.61,598,4.3,27,191.4825,0
924,-18.4,181.77,600,4.1,11,191.8675,0
925,-27.64,182.22,162,5.1,67,80.42,1
926,-20.99,181.02,626,4.5,36,197.6325,0
927,-14.86,167.32,137,4.9,22,73.59,0
928,-29.33,182.72,57,5.4,61,53.9475,1
929,-25.81,182.54,201,4.7,40,90.6075,0
930,-14.1,166.01,69,4.8,29,56.4275,0
931,-17.63,185.13,219,4.5,28,97.75,0
932,-23.47,180.21,553,4.2,23,178.485,0
933,-23.92,180.21,524,4.6,50,171.2225,0
934,-20.88,185.18,51,4.6,28,54.975,0
935,-20.25,184.75,107,5.6,121,69.275,1
936,-19.33,186.16,44,5.4,110,54.0575,1
937,-18.14,181.71,574,4,20,185.3925,0
938,-22.41,183.99,128,5.2,72,73.695,1
939,-20.77,181.16,568,4.2,12,183.1475,0
940,-17.95,181.73,583,4.7,57,187.87,0
941,-20.83,181.01,622,4.3,15,196.62,0
942,-27.84,182.1,193,4.8,27,88.015,0
943,-19.94,182.39,544,4.6,30,177.7625,0
944,-23.6,183.99,118,5.4,88,70.9475,1
945,-23.7,184.13,51,4.8,27,54.0575,0
946,-30.39,182.4,63,4.6,22,54.9025,0
947,-18.98,182.32,442,4.2,22,152.385,0
948,-27.89,182.92,87,5.5,67,61.8825,1
949,-23.5,184.9,61,4.7,16,56.775,0
950,-23.73,184.49,60,4.7,35,56.365,0
951,-17.93,181.62,561,4.5,32,182.2975,0
952,-35.94,178.52,138,5.5,78,71.52,1
953,-18.68,184.5,174,4.5,34,86.08,0
954,-23.47,179.95,543,4.1,21,175.895,0
955,-23.49,180.06,530,4,23,172.6425,0
956,-23.85,180.26,497,4.3,32,164.4275,0
957,-27.08,183.44,63,4.7,27,56.015,0
958,-20.88,184.95,82,4.9,50,62.7425,0
959,-20.97,181.2,605,4.5,31,192.4325,0
960,-21.71,183.58,234,4.7,55,100.1425,0
961,-23.9,184.6,41,4.5,22,51.55,0
962,-15.78,167.44,40,4.8,42,49.115,0
963,-12.57,166.72,137,4.3,20,73.8625,0
964,-19.69,184.23,223,4.1,23,97.91,0
965,-22.04,183.95,109,5.4,61,69.0775,1
966,-17.99,181.59,595,4.1,26,190.675,0
967,-23.5,180.13,512,4.8,40,168.3575,0
968,-21.4,180.74,613,4.2,20,194.135,0
969,-15.86,166.98,60,4.8,25,53.98,0
970,-23.95,184.64,43,5.4,45,52.2725,1
971,-25.79,182.38,172,4.4,14,83.2475,0
972,-23.75,184.5,54,5.2,74,54.9875,1
973,-24.1,184.5,68,4.7,23,58.275,0
974,-18.56,169.05,217,4.9,35,93.0975,0
975,-23.3,184.68,102,4.9,27,67.07,0
976,-17.03,185.74,178,4.2,32,87.7275,0
977,-20.77,183.71,251,4.4,47,104.585,0
978,-28.1,183.5,42,4.4,17,50.45,0
979,-18.83,182.26,575,4.3,11,185.6825,0
980,-23,170.7,43,4.9,20,48.9,0
981,-20.82,181.67,577,5,67,185.7125,1
982,-22.95,170.56,42,4.7,21,48.5775,0
983,-28.22,183.6,75,4.9,49,58.82,0
984,-27.99,183.5,71,4.3,22,57.7025,0
985,-15.54,187.15,60,4.5,17,59.0275,0
986,-12.37,166.93,291,4.2,16,112.44,0
987,-22.33,171.66,125,5.2,51,69.8825,1
988,-22.7,170.3,69,4.8,27,55.35,0
989,-17.86,181.3,614,4,12,195.36,0
990,-16,184.53,108,4.7,33,70.3075,0
991,-20.73,181.42,575,4.3,18,184.9975,0
992,-15.45,181.42,409,4.3,27,144.8175,0
993,-20.05,183.86,243,4.9,65,102.9275,0
994,-17.95,181.37,642,4,17,202.355,0
995,-17.7,188.1,45,4.2,10,54.9,0
996,-25.93,179.54,470,4.4,22,157.0025,0
997,-12.28,167.06,248,4.7,35,101.87,0
998,-20.13,184.2,244,4.5,34,103.1425,0
999,-17.4,187.8,40,4.5,14,53.725,0
1000,-21.59,170.56,165,6,119,79.9925,1
